CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
no_checking,32,outstanding_credit,radio_tv,9251,500_to_1000,4_to_7,3,male,guarantor,3,car_other,57,none,own,1,skilled,1,yes,yes,Risk
greater_200,39,prior_payments_delayed,car_used,4915,unknown,1_to_4,2,male,none,4,car_other,36,none,own,1,skilled,2,yes,yes,No Risk
less_0,14,prior_payments_delayed,car_used,4337,less_100,1_to_4,3,male,none,3,savings_insurance,32,none,own,1,skilled,1,yes,yes,Risk
less_0,5,credits_paid_to_date,car_new,350,less_100,unemployed,1,male,none,2,savings_insurance,19,stores,rent,1,skilled,1,none,yes,Risk
greater_200,45,prior_payments_delayed,car_used,5766,100_to_500,greater_7,4,female,none,4,car_other,46,stores,own,2,unskilled,1,yes,yes,No Risk
no_checking,35,credits_paid_to_date,business,5250,100_to_500,1_to_4,4,male,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,radio_tv,7281,100_to_500,greater_7,4,female,guarantor,3,savings_insurance,52,none,free,1,skilled,1,none,yes,Risk
no_checking,44,all_credits_paid_back,car_used,8177,100_to_500,4_to_7,3,female,none,4,savings_insurance,44,none,own,2,skilled,1,yes,yes,Risk
no_checking,39,outstanding_credit,radio_tv,9319,unknown,greater_7,4,male,none,5,car_other,54,none,own,2,skilled,2,yes,yes,No Risk
no_checking,37,all_credits_paid_back,radio_tv,5404,less_100,4_to_7,3,female,guarantor,3,car_other,49,none,free,1,unskilled,1,none,yes,Risk
no_checking,48,prior_payments_delayed,furniture,8152,500_to_1000,4_to_7,4,male,guarantor,5,car_other,58,none,free,2,skilled,1,yes,yes,Risk
0_to_200,5,no_credits,car_new,6973,less_100,less_1,3,female,none,2,car_other,22,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,35,outstanding_credit,retraining,7320,100_to_500,4_to_7,4,female,co-applicant,4,car_other,43,bank,own,1,unemployed,1,yes,yes,No Risk
no_checking,23,credits_paid_to_date,car_new,6848,100_to_500,less_1,3,male,none,3,savings_insurance,21,none,own,1,management_self-employed,1,none,yes,Risk
no_checking,33,prior_payments_delayed,car_used,9158,100_to_500,greater_7,5,male,none,5,car_other,46,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,19,credits_paid_to_date,appliances,1549,100_to_500,less_1,2,male,co-applicant,3,real_estate,37,none,own,1,skilled,1,yes,yes,No Risk
greater_200,41,outstanding_credit,furniture,9188,unknown,greater_7,4,male,co-applicant,5,car_other,51,none,own,2,management_self-employed,2,yes,yes,No Risk
less_0,39,prior_payments_delayed,car_used,3144,100_to_500,greater_7,4,female,none,2,savings_insurance,31,stores,own,1,skilled,1,none,yes,Risk
0_to_200,18,credits_paid_to_date,furniture,1752,less_100,less_1,3,female,none,3,car_other,29,none,own,1,skilled,1,none,yes,Risk
0_to_200,27,credits_paid_to_date,retraining,5203,500_to_1000,1_to_4,3,female,none,3,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk
less_0,15,all_credits_paid_back,car_used,503,less_100,unemployed,2,female,none,1,real_estate,21,none,own,1,skilled,1,none,yes,No Risk
0_to_200,6,prior_payments_delayed,appliances,1762,500_to_1000,1_to_4,1,female,co-applicant,2,car_other,40,stores,own,1,unskilled,1,yes,yes,Risk
less_0,16,prior_payments_delayed,car_used,1875,100_to_500,4_to_7,3,male,co-applicant,3,real_estate,45,stores,own,1,unskilled,1,yes,yes,No Risk
0_to_200,24,credits_paid_to_date,car_new,6088,500_to_1000,less_1,3,male,none,2,car_other,23,bank,own,2,unskilled,2,yes,yes,No Risk
less_0,37,prior_payments_delayed,radio_tv,2535,less_100,1_to_4,3,male,none,3,car_other,34,none,own,1,skilled,1,none,yes,No Risk
less_0,5,all_credits_paid_back,education,618,less_100,less_1,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,31,outstanding_credit,car_used,3288,100_to_500,1_to_4,2,male,co-applicant,4,savings_insurance,33,none,own,1,skilled,1,none,yes,Risk
no_checking,33,prior_payments_delayed,car_used,5425,500_to_1000,4_to_7,4,male,none,2,savings_insurance,42,none,own,2,skilled,1,yes,yes,Risk
less_0,14,prior_payments_delayed,furniture,2823,less_100,1_to_4,3,female,none,2,car_other,33,stores,own,2,unskilled,1,none,yes,Risk
0_to_200,16,prior_payments_delayed,retraining,350,less_100,4_to_7,2,male,none,3,savings_insurance,27,none,own,1,skilled,1,none,yes,Risk
no_checking,42,prior_payments_delayed,furniture,8306,greater_1000,greater_7,4,male,none,4,unknown,48,none,free,2,skilled,1,yes,yes,Risk
no_checking,20,outstanding_credit,car_used,10194,500_to_1000,less_1,4,male,none,5,car_other,35,none,free,2,management_self-employed,1,yes,yes,No Risk
no_checking,48,prior_payments_delayed,furniture,8755,500_to_1000,4_to_7,3,female,co-applicant,4,savings_insurance,47,none,own,2,skilled,1,yes,yes,Risk
0_to_200,11,no_credits,furniture,350,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,11,all_credits_paid_back,furniture,2493,less_100,less_1,1,male,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,Risk
0_to_200,22,prior_payments_delayed,furniture,1611,greater_1000,greater_7,2,male,none,3,car_other,31,bank,rent,1,unemployed,1,yes,yes,No Risk
0_to_200,23,prior_payments_delayed,furniture,4632,100_to_500,greater_7,2,male,none,3,car_other,35,none,own,1,skilled,1,yes,yes,No Risk
no_checking,57,prior_payments_delayed,retraining,4753,500_to_1000,4_to_7,4,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,Risk
less_0,18,all_credits_paid_back,furniture,1215,less_100,1_to_4,3,female,none,3,real_estate,23,bank,rent,2,unemployed,1,none,yes,No Risk
no_checking,29,prior_payments_delayed,radio_tv,3302,100_to_500,1_to_4,3,male,co-applicant,4,real_estate,33,stores,own,1,skilled,1,yes,yes,No Risk
0_to_200,16,credits_paid_to_date,car_used,4641,less_100,less_1,3,female,none,3,real_estate,29,none,own,2,skilled,1,yes,yes,No Risk
less_0,22,prior_payments_delayed,radio_tv,350,less_100,4_to_7,3,male,none,2,savings_insurance,30,none,rent,1,skilled,1,none,yes,Risk
0_to_200,35,outstanding_credit,appliances,9402,greater_1000,4_to_7,3,male,none,4,car_other,34,none,own,2,skilled,2,yes,yes,Risk
no_checking,31,prior_payments_delayed,repairs,2472,100_to_500,1_to_4,2,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,Risk
0_to_200,20,all_credits_paid_back,car_new,4029,less_100,1_to_4,3,male,none,3,car_other,37,none,rent,1,skilled,2,yes,yes,Risk
less_0,28,credits_paid_to_date,furniture,1666,less_100,4_to_7,3,male,none,2,savings_insurance,24,none,own,1,skilled,2,yes,yes,No Risk
no_checking,40,prior_payments_delayed,car_used,9513,greater_1000,1_to_4,4,male,none,5,car_other,39,none,own,2,unskilled,1,yes,yes,No Risk
0_to_200,15,no_credits,car_new,350,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk
0_to_200,27,credits_paid_to_date,furniture,4062,less_100,1_to_4,3,male,none,2,real_estate,29,none,own,2,skilled,1,none,yes,No Risk
less_0,23,prior_payments_delayed,car_new,350,greater_1000,greater_7,2,male,none,2,car_other,34,stores,own,1,unskilled,1,none,yes,No Risk
less_0,10,prior_payments_delayed,furniture,3978,less_100,1_to_4,3,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,Risk
less_0,10,credits_paid_to_date,furniture,3008,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
greater_200,27,outstanding_credit,car_used,6910,100_to_500,4_to_7,4,male,none,4,unknown,42,none,own,2,skilled,1,none,yes,Risk
no_checking,48,outstanding_credit,other,11082,unknown,greater_7,5,female,none,5,unknown,53,none,own,3,skilled,2,yes,yes,Risk
0_to_200,19,prior_payments_delayed,radio_tv,2521,less_100,4_to_7,3,male,co-applicant,2,car_other,44,none,own,2,skilled,1,yes,yes,No Risk
less_0,18,no_credits,car_used,3623,less_100,unemployed,2,male,none,2,savings_insurance,22,none,own,1,skilled,1,none,yes,Risk
less_0,52,credits_paid_to_date,business,3343,greater_1000,1_to_4,3,female,none,3,savings_insurance,21,stores,own,2,skilled,1,none,yes,Risk
less_0,5,no_credits,furniture,350,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,55,outstanding_credit,repairs,6739,500_to_1000,greater_7,4,male,none,4,car_other,38,stores,own,2,unskilled,1,yes,yes,Risk
no_checking,44,outstanding_credit,education,9310,500_to_1000,4_to_7,4,male,co-applicant,3,car_other,39,none,free,2,skilled,1,yes,yes,Risk
greater_200,46,prior_payments_delayed,appliances,10742,100_to_500,4_to_7,4,male,none,4,car_other,38,none,own,2,skilled,1,yes,yes,No Risk
no_checking,42,outstanding_credit,repairs,6717,500_to_1000,4_to_7,4,male,none,5,unknown,49,none,free,2,skilled,1,yes,yes,Risk
greater_200,27,credits_paid_to_date,radio_tv,3688,greater_1000,greater_7,4,male,none,3,car_other,37,none,own,2,skilled,1,none,yes,No Risk
0_to_200,6,all_credits_paid_back,car_used,4565,less_100,less_1,2,female,none,2,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,35,credits_paid_to_date,education,6735,100_to_500,greater_7,4,male,none,3,car_other,34,none,free,2,skilled,1,yes,yes,No Risk
less_0,14,all_credits_paid_back,car_new,2704,less_100,less_1,2,female,none,3,savings_insurance,22,bank,own,2,unskilled,2,none,yes,Risk
no_checking,32,prior_payments_delayed,car_used,8528,100_to_500,less_1,4,male,none,3,savings_insurance,39,none,own,1,management_self-employed,1,none,yes,No Risk
0_to_200,5,all_credits_paid_back,car_new,350,500_to_1000,less_1,1,male,none,1,real_estate,30,none,rent,1,skilled,1,none,yes,No Risk
no_checking,40,outstanding_credit,furniture,10420,500_to_1000,4_to_7,5,male,guarantor,3,car_other,64,stores,free,2,unskilled,1,yes,yes,Risk
less_0,26,credits_paid_to_date,car_new,350,less_100,4_to_7,2,female,none,2,real_estate,32,stores,own,1,skilled,1,none,yes,Risk
no_checking,35,outstanding_credit,radio_tv,8603,unknown,greater_7,5,male,co-applicant,4,unknown,56,none,free,2,skilled,2,yes,yes,Risk
greater_200,35,outstanding_credit,appliances,1919,500_to_1000,4_to_7,2,male,none,2,savings_insurance,36,none,free,2,skilled,1,none,yes,Risk
no_checking,48,prior_payments_delayed,other,9521,greater_1000,greater_7,4,male,co-applicant,3,car_other,54,none,free,2,skilled,1,yes,yes,Risk
no_checking,49,outstanding_credit,radio_tv,4207,greater_1000,greater_7,3,male,none,3,unknown,50,bank,own,1,unemployed,1,yes,yes,Risk
less_0,14,all_credits_paid_back,car_new,3508,less_100,1_to_4,1,female,none,2,savings_insurance,37,stores,own,1,skilled,1,yes,yes,No Risk
no_checking,35,outstanding_credit,business,9128,500_to_1000,greater_7,5,male,none,5,car_other,44,stores,own,2,unskilled,1,yes,no,No Risk
0_to_200,31,credits_paid_to_date,retraining,5525,less_100,4_to_7,4,male,none,2,car_other,42,bank,own,2,unskilled,1,none,yes,No Risk
no_checking,31,prior_payments_delayed,car_used,6479,greater_1000,greater_7,4,male,co-applicant,4,savings_insurance,45,none,own,1,skilled,1,yes,yes,Risk
no_checking,41,outstanding_credit,appliances,9640,500_to_1000,1_to_4,4,female,none,4,unknown,47,none,own,2,management_self-employed,2,yes,yes,Risk
no_checking,49,outstanding_credit,radio_tv,5758,greater_1000,greater_7,4,male,co-applicant,3,car_other,41,none,free,2,skilled,1,yes,yes,Risk
greater_200,53,prior_payments_delayed,radio_tv,9909,unknown,4_to_7,3,male,none,3,unknown,42,none,free,2,skilled,2,yes,yes,No Risk
less_0,11,all_credits_paid_back,vacation,350,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
less_0,20,prior_payments_delayed,car_new,4484,less_100,less_1,3,female,none,2,savings_insurance,35,none,own,1,skilled,1,yes,yes,No Risk
no_checking,50,prior_payments_delayed,furniture,9076,500_to_1000,greater_7,4,male,co-applicant,3,unknown,37,stores,own,1,unemployed,1,yes,yes,Risk
no_checking,54,outstanding_credit,education,12469,unknown,greater_7,6,male,co-applicant,5,unknown,60,stores,own,2,unskilled,2,yes,yes,Risk
no_checking,46,prior_payments_delayed,appliances,5544,greater_1000,greater_7,4,female,none,3,savings_insurance,46,none,own,2,management_self-employed,1,none,no,Risk
no_checking,42,prior_payments_delayed,appliances,9900,greater_1000,greater_7,4,male,co-applicant,3,savings_insurance,41,none,free,2,skilled,2,yes,yes,Risk
no_checking,28,credits_paid_to_date,radio_tv,7474,100_to_500,greater_7,4,female,none,5,savings_insurance,48,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,52,prior_payments_delayed,repairs,12142,500_to_1000,greater_7,5,male,co-applicant,4,car_other,53,none,own,2,skilled,2,yes,yes,Risk
0_to_200,5,all_credits_paid_back,car_used,350,less_100,less_1,1,male,none,2,real_estate,24,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,42,prior_payments_delayed,appliances,11004,500_to_1000,4_to_7,5,male,none,3,savings_insurance,44,none,free,3,skilled,1,yes,yes,No Risk
no_checking,22,outstanding_credit,car_used,2101,unknown,greater_7,4,female,none,5,car_other,45,none,own,2,skilled,2,yes,yes,Risk
no_checking,35,prior_payments_delayed,radio_tv,9370,100_to_500,greater_7,5,male,none,3,car_other,48,none,free,2,management_self-employed,1,none,yes,No Risk
0_to_200,15,prior_payments_delayed,radio_tv,2595,less_100,4_to_7,2,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes,Risk
0_to_200,18,all_credits_paid_back,car_used,4278,less_100,less_1,3,female,none,1,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk
no_checking,22,credits_paid_to_date,radio_tv,1499,500_to_1000,4_to_7,2,male,none,2,savings_insurance,48,none,own,1,skilled,1,yes,yes,Risk
greater_200,29,credits_paid_to_date,radio_tv,6314,500_to_1000,1_to_4,4,female,none,4,savings_insurance,41,none,own,1,skilled,2,none,yes,No Risk
0_to_200,6,credits_paid_to_date,car_new,658,less_100,less_1,2,female,none,3,savings_insurance,40,none,own,1,skilled,1,none,yes,Risk
0_to_200,50,prior_payments_delayed,radio_tv,9310,100_to_500,greater_7,5,female,none,2,unknown,39,none,own,2,skilled,1,yes,yes,Risk
less_0,5,no_credits,car_new,350,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,44,prior_payments_delayed,furniture,8007,500_to_1000,less_1,3,female,guarantor,4,savings_insurance,47,none,free,2,skilled,1,yes,yes,Risk
0_to_200,28,credits_paid_to_date,car_used,1383,less_100,1_to_4,2,male,none,2,savings_insurance,31,stores,rent,1,skilled,1,none,yes,Risk
no_checking,49,outstanding_credit,radio_tv,9759,unknown,4_to_7,5,male,co-applicant,5,unknown,45,stores,free,2,unskilled,2,yes,yes,Risk
less_0,15,no_credits,car_new,526,less_100,1_to_4,2,female,none,2,real_estate,25,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,23,prior_payments_delayed,radio_tv,1351,less_100,less_1,2,female,none,1,savings_insurance,39,bank,rent,1,unemployed,1,yes,yes,Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,42,outstanding_credit,radio_tv,8038,500_to_1000,4_to_7,4,male,none,3,car_other,52,none,free,2,skilled,1,none,yes,Risk
no_checking,23,outstanding_credit,appliances,6385,100_to_500,greater_7,4,female,none,5,unknown,37,none,own,1,skilled,2,yes,yes,Risk
0_to_200,28,credits_paid_to_date,car_used,7723,500_to_1000,1_to_4,3,female,none,2,savings_insurance,35,none,own,2,skilled,2,yes,yes,No Risk
no_checking,26,credits_paid_to_date,car_new,1485,500_to_1000,greater_7,4,male,none,3,car_other,36,none,own,2,skilled,1,yes,yes,Risk
no_checking,53,prior_payments_delayed,furniture,7103,greater_1000,1_to_4,4,male,none,4,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,No Risk
greater_200,39,outstanding_credit,radio_tv,5233,500_to_1000,1_to_4,3,male,co-applicant,3,car_other,35,none,own,2,skilled,2,yes,yes,Risk
no_checking,32,prior_payments_delayed,car_used,8388,unknown,4_to_7,4,male,none,4,savings_insurance,38,none,own,2,management_self-employed,2,yes,yes,Risk
no_checking,39,outstanding_credit,vacation,13349,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,35,none,own,2,skilled,1,yes,yes,No Risk
no_checking,44,prior_payments_delayed,furniture,7084,500_to_1000,4_to_7,4,male,co-applicant,5,car_other,50,stores,own,1,unskilled,1,yes,yes,No Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,less_1,2,male,co-applicant,2,real_estate,33,stores,own,1,skilled,1,none,yes,No Risk
no_checking,33,prior_payments_delayed,business,8317,unknown,greater_7,5,male,none,4,car_other,52,none,own,2,skilled,2,yes,yes,Risk
no_checking,27,credits_paid_to_date,radio_tv,7590,100_to_500,1_to_4,4,male,guarantor,4,savings_insurance,34,none,free,1,management_self-employed,1,yes,yes,No Risk
no_checking,31,outstanding_credit,car_used,7089,500_to_1000,4_to_7,4,male,none,2,car_other,49,none,own,2,skilled,1,none,yes,No Risk
0_to_200,37,credits_paid_to_date,radio_tv,350,100_to_500,1_to_4,3,male,co-applicant,3,real_estate,27,none,own,1,skilled,1,none,yes,Risk
less_0,26,credits_paid_to_date,furniture,2661,less_100,4_to_7,2,male,none,1,savings_insurance,31,stores,own,2,skilled,1,none,yes,No Risk
0_to_200,33,credits_paid_to_date,radio_tv,5482,greater_1000,1_to_4,2,female,co-applicant,2,savings_insurance,42,stores,free,3,unskilled,1,yes,no,Risk
less_0,23,prior_payments_delayed,radio_tv,3665,500_to_1000,1_to_4,2,male,none,1,savings_insurance,22,bank,rent,1,unskilled,1,yes,yes,No Risk
no_checking,24,credits_paid_to_date,repairs,8880,less_100,less_1,3,male,none,4,car_other,41,stores,own,2,unskilled,1,none,yes,No Risk
no_checking,35,prior_payments_delayed,furniture,9042,100_to_500,1_to_4,4,male,guarantor,5,savings_insurance,44,stores,own,1,unskilled,1,yes,yes,Risk
no_checking,40,prior_payments_delayed,appliances,7825,100_to_500,1_to_4,4,female,none,4,savings_insurance,42,none,own,1,skilled,1,none,yes,No Risk
less_0,26,prior_payments_delayed,retraining,5350,less_100,greater_7,3,male,none,3,car_other,35,bank,own,1,unskilled,1,yes,yes,Risk
no_checking,37,credits_paid_to_date,radio_tv,2294,500_to_1000,greater_7,3,male,none,3,savings_insurance,25,none,own,1,skilled,2,yes,no,No Risk
0_to_200,26,credits_paid_to_date,car_new,6122,less_100,1_to_4,2,female,none,2,savings_insurance,36,none,rent,1,skilled,1,none,yes,Risk
less_0,5,credits_paid_to_date,radio_tv,350,less_100,unemployed,1,male,none,1,real_estate,40,stores,rent,1,unskilled,1,none,yes,No Risk
0_to_200,20,prior_payments_delayed,radio_tv,4608,less_100,1_to_4,3,male,none,4,savings_insurance,36,stores,own,2,unskilled,1,yes,yes,Risk
less_0,5,credits_paid_to_date,education,351,less_100,4_to_7,3,male,none,2,savings_insurance,34,none,own,2,management_self-employed,1,yes,yes,No Risk
no_checking,42,credits_paid_to_date,retraining,9889,greater_1000,1_to_4,4,male,none,5,unknown,44,none,own,2,management_self-employed,1,none,yes,No Risk
0_to_200,14,credits_paid_to_date,furniture,4240,less_100,4_to_7,3,male,none,3,real_estate,28,stores,own,2,unskilled,2,yes,yes,Risk
no_checking,54,prior_payments_delayed,appliances,7438,500_to_1000,greater_7,5,male,co-applicant,4,savings_insurance,47,none,free,2,skilled,1,yes,yes,Risk
no_checking,29,prior_payments_delayed,car_used,1780,100_to_500,1_to_4,3,male,none,4,savings_insurance,45,none,free,2,skilled,1,yes,yes,Risk
no_checking,36,prior_payments_delayed,appliances,6304,greater_1000,4_to_7,4,male,none,3,savings_insurance,36,none,own,1,management_self-employed,2,none,yes,No Risk
